value,description,value_rcl,description_rcl
0,Non-agricultural land,19,non-agricultural land (geen landbouwgrond)
6,"Bos, blijvend, met herplantplicht",19,non-agricultural land (geen landbouwgrond)
7,Natuurterreinen (incl. heide),19,non-agricultural land (geen landbouwgrond)
18,"Laanbomen/parkbomen, spillen, open grond,",19,non-agricultural land (geen landbouwgrond)
24,"Laanbomen/parkbomen, onderstammen, open grond,",19,non-agricultural land (geen landbouwgrond)
34,Bos zonder herplantplicht,19,non-agricultural land (geen landbouwgrond)
38,"Bos- en haagplanten, open grond,",19,non-agricultural land (geen landbouwgrond)
58,Bos (SBL-regeling),19,non-agricultural land (geen landbouwgrond)
81,"Laanbomen/parkbomen, opzetters, open grond,",19,non-agricultural land (geen landbouwgrond)
151,"Sloot, grenzend aan beheerde akkerrand",19,non-agricultural land (geen landbouwgrond)
167,"Laanbomen/parkbomen, opzetters, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
174,"Laanbomen/parkbomen, spillen, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
195,Bos (set aside regeling),19,non-agricultural land (geen landbouwgrond)
206,Wilgenhakhout,19,non-agricultural land (geen landbouwgrond)
215,Definitief aan de landbouw onttrokken cultuurgrond,19,non-agricultural land (geen landbouwgrond)
228,Woudbomen met korte omlooptijd (excl. Wilgenhakhout),19,non-agricultural land (geen landbouwgrond)
248,"Laanbomen/parkbomen, onderstammen, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
1,"Grasland, blijvend",2,grassland (grasland)
4,"Grasland, tijdelijk",2,grassland (grasland)
9,"Grasland, natuurlijk. Hoofdfunctie landbouw.",2,grassland (grasland)
10,"Grasland, natuurlijk. Hoofdfunctie natuur.",2,grassland (grasland)
20,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit tijdelijk gras",2,grassland (grasland)
21,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit blijvend gras",2,grassland (grasland)
22,Graszaad,2,grassland (grasland)
29,Luzerne,2,grassland (grasland)
31,"Overige groenbemesters, niet-vlinderbloemige-",2,grassland (grasland)
46,Engels raaigras,2,grassland (grasland)
59,Graszoden,2,grassland (grasland)
88,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit tijdelijk gras",2,grassland (grasland)
112,"Klaver, rode",2,grassland (grasland)
117,Westerwolds raaigras,2,grassland (grasland)
121,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit blijvend gras",2,grassland (grasland)
122,Rietzwenkgras,2,grassland (grasland)
139,Italiaans raaigras,2,grassland (grasland)
146,"Overige groenbemesters, vlinderbloemige-",2,grassland (grasland)
157,"Wikke, voeder-",2,grassland (grasland)
173,Veldbeemdgras,2,grassland (grasland)
194,"Klaver, witte",2,grassland (grasland)
233,Klaverzaad,2,grassland (grasland)
238,Teff,2,grassland (grasland)
247,Festulolium,2,grassland (grasland)
5,"Mais, snij-",21,maize (mais)
14,"Mais, korrel-",21,maize (mais)
39,"Mais, corncob mix",21,maize (mais)
71,"Mais, suiker-",21,maize (mais)
89,"Mais, energie-",21,maize (mais)
3,"Tarwe, winter-",20,cereals (granen)
23,"Gerst, zomer-",20,cereals (granen)
25,Overige akkerbouwgewassen,20,cereals (granen)
33,"Gerst, winter-",20,cereals (granen)
41,Rogge (geen snijrogge),20,cereals (granen)
42,"Tarwe, zomer-",20,cereals (granen)
43,Overige granen,20,cereals (granen)
60,Haver,20,cereals (granen)
66,Triticale,20,cereals (granen)
96,Spelt,20,cereals (granen)
120,Soedangras/Sorghum,20,cereals (granen)
127,Japanse haver,20,cereals (granen)
216,Franse boekweit,20,cereals (granen)
13,"Aardappelen, consumptie",22,potatoes (aardappelen)
17,"Aardappelen, poot NAK",22,potatoes (aardappelen)
49,"Aardappelen, poot TBM",22,potatoes (aardappelen)
50,"Aardappelen, zetmeel",22,potatoes (aardappelen)
111,"Aardappelen, bestrijdingsmaatregel AM",22,potatoes (aardappelen)
2,"Uien, zaai-",28,vegetables (groenten)
15,"Uien, poot- en plant- (incl. sjalotten)",28,vegetables (groenten)
26,"Spinazie, productie",28,vegetables (groenten)
28,"Aardbeien open grond, productie",28,vegetables (groenten)
30,"Asperges, oppervlakte die productie oplevert",28,vegetables (groenten)
37,"Prei, productie",28,vegetables (groenten)
40,"Bloemkool, productie",28,vegetables (groenten)
44,"Asperges, oppervlakte die nog geen productie oplevert",28,vegetables (groenten)
51,"Aardbeien open grond, vermeerdering",28,vegetables (groenten)
54,"Rodekool, productie",28,vegetables (groenten)
55,"Witte kool, productie",28,vegetables (groenten)
61,"Knolselderij, productie",28,vegetables (groenten)
67,Cichorei,28,vegetables (groenten)
73,"Overige niet genoemde groenten, productie",28,vegetables (groenten)
76,"Spitskool, productie",28,vegetables (groenten)
77,"Winterpeen, productie",28,vegetables (groenten)
85,"Aardbeien op stellingen, productie",28,vegetables (groenten)
86,"Broccoli, productie",28,vegetables (groenten)
91,"Prei, zaden en opkweekmateriaal",28,vegetables (groenten)
93,"Sla, ijsberg-, productie",28,vegetables (groenten)
98,"Knolvenkel/venkel, productie",28,vegetables (groenten)
99,"Selderij, bleek- en groen-, productie",28,vegetables (groenten)
103,"Witlofwortel, productie",28,vegetables (groenten)
104,"Aardbeien open grond, wachtbed",28,vegetables (groenten)
108,"Boerenkool, productie",28,vegetables (groenten)
115,"Overige niet genoemde groenten, zaden en opkweekmateriaal",28,vegetables (groenten)
116,"Uien, zilver-",28,vegetables (groenten)
118,"Spruitkool/spruitjes, productie",28,vegetables (groenten)
125,"Sla; overig, productie",28,vegetables (groenten)
131,Schorseneren; productie,28,vegetables (groenten)
132,"Pompoen, productie",28,vegetables (groenten)
135,"Witlofwortel, zaden en opkweekmateriaal",28,vegetables (groenten)
136,"Spinazie, zaden en opkweekmateriaal",28,vegetables (groenten)
138,"Chinese kool, productie",28,vegetables (groenten)
140,"Kruiden, productie",28,vegetables (groenten)
143,"Rabarber, zaden en opkweekmateriaal",28,vegetables (groenten)
152,"Brocolli, zaden en opkweekmateriaal",28,vegetables (groenten)
159,"Aardbeien op stellingen, wachtbed",28,vegetables (groenten)
162,"Aardbeien op stellingen, vermeerdering",28,vegetables (groenten)
164,"Courgette, productie",28,vegetables (groenten)
170,"Savooiekool, productie",28,vegetables (groenten)
172,"Sla; radicchio rosso, productie",28,vegetables (groenten)
175,"Aardbeien open grond, zaden en opkweekmateriaal",28,vegetables (groenten)
180,"Spruitkool/spruitjes, zaden en opkweekmateriaal",28,vegetables (groenten)
182,"Koolrabi, productie",28,vegetables (groenten)
183,"Asperges, zaden en opkweekmateriaal",28,vegetables (groenten)
184,"Andijvie, productie",28,vegetables (groenten)
186,"Kroten/rode bieten, productie",28,vegetables (groenten)
188,"Raapstelen, productie",28,vegetables (groenten)
189,"Rabarber, productie",28,vegetables (groenten)
