value,description,value_rcl,description_rcl
0,Non-agricultural land,19,non-agricultural land (geen landbouwgrond)
5,"Bos, blijvend, met herplantplicht",19,non-agricultural land (geen landbouwgrond)
22,"Bos- en haagplanten, open grond,",19,non-agricultural land (geen landbouwgrond)
25,"Sloot, grenzend aan beheerde akkerrand",19,non-agricultural land (geen landbouwgrond)
27,Natuurterreinen (incl. heide),19,non-agricultural land (geen landbouwgrond)
28,Bos zonder herplantplicht,19,non-agricultural land (geen landbouwgrond)
54,"Laanbomen/parkbomen, opzetters, open grond,",19,non-agricultural land (geen landbouwgrond)
72,"Laanbomen/parkbomen, spillen, open grond,",19,non-agricultural land (geen landbouwgrond)
85,Bos (SBL-regeling),19,non-agricultural land (geen landbouwgrond)
92,"Laanbomen/parkbomen, onderstammen, open grond,",19,non-agricultural land (geen landbouwgrond)
127,"Laanbomen/parkbomen, spillen, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
131,"Laanbomen/parkbomen, opzetters, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
165,"Bos- en haagplanten, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
177,Bos (set aside regeling),19,non-agricultural land (geen landbouwgrond)
184,Wilgenhakhout,19,non-agricultural land (geen landbouwgrond)
209,Woudbomen met korte omlooptijd (excl. Wilgenhakhout),19,non-agricultural land (geen landbouwgrond)
245,"Laanbomen/parkbomen, onderstammen, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
2,Luzerne,2,grassland (grasland)
3,"Grasland, blijvend",2,grassland (grasland)
4,"Grasland, natuurlijk. Hoofdfunctie landbouw.",2,grassland (grasland)
6,"Grasland, natuurlijk. Areaal met een natuurbeheertype dat overwegend voor landbouwactiviteiten-GLB wordt gebruikt",2,grassland (grasland)
7,"Grasland, tijdelijk",2,grassland (grasland)
12,"Grasland, natuurlijk. Hoofdfunctie natuur.",2,grassland (grasland)
19,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit tijdelijk gras",2,grassland (grasland)
23,"Overige groenbemesters, niet-vlinderbloemige-",2,grassland (grasland)
29,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit blijvend gras",2,grassland (grasland)
73,Italiaans raaigras,2,grassland (grasland)
82,Graszaad,2,grassland (grasland)
83,"Klaver, rode",2,grassland (grasland)
88,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit blijvend gras",2,grassland (grasland)
94,Rietzwenkgras,2,grassland (grasland)
112,Engels raaigras,2,grassland (grasland)
124,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit tijdelijk gras",2,grassland (grasland)
132,Graszoden,2,grassland (grasland)
145,"Overige groenbemesters, vlinderbloemige-",2,grassland (grasland)
172,Veldbeemdgras,2,grassland (grasland)
204,Westerwolds raaigras,2,grassland (grasland)
231,"Klaver, witte",2,grassland (grasland)
271,Klaverzaad,2,grassland (grasland)
274,Rolklaver,2,grassland (grasland)
276,"Klaver, Alexandrijnse",2,grassland (grasland)
283,Naaldaar (Setaria),2,grassland (grasland)
296,Festulolium,2,grassland (grasland)
1,"Mais, snij-",21,maize (mais)
10,"Mais, korrel-",21,maize (mais)
36,"Mais, corncob mix",21,maize (mais)
80,"Mais, suiker-",21,maize (mais)
225,"Mais, energie-",21,maize (mais)
11,"Tarwe, winter-",20,cereals (granen)
13,Triticale,20,cereals (granen)
21,"Gerst, zomer-",20,cereals (granen)
30,Haver,20,cereals (granen)
31,Rogge (geen snijrogge),20,cereals (granen)
39,Overige granen,20,cereals (granen)
48,"Gerst, winter-",20,cereals (granen)
56,"Tarwe, zomer-",20,cereals (granen)
102,Japanse haver,20,cereals (granen)
104,Overige akkerbouwgewassen,20,cereals (granen)
143,Soedangras/Sorghum,20,cereals (granen)
176,Spelt,20,cereals (granen)
185,Franse boekweit,20,cereals (granen)
213,Teff,20,cereals (granen)
214,Quinoa,20,cereals (granen)
9,"Aardappelen, zetmeel",22,potatoes (aardappelen)
18,"Aardappelen, consumptie",22,potatoes (aardappelen)
41,"Aardappelen, poot NAK",22,potatoes (aardappelen)
62,"Aardappelen, poot TBM",22,potatoes (aardappelen)
74,"Aardappelen, bestrijdingsmaatregel AM",22,potatoes (aardappelen)
14,"Uien, zaai-",28,vegetables (groenten)
16,"Winterpeen, productie",28,vegetables (groenten)
17,"Uien, poot- en plant- (incl. sjalotten)",28,vegetables (groenten)
32,"Pompoen, productie",28,vegetables (groenten)
33,"Sla, ijsberg-, productie",28,vegetables (groenten)
34,"Spitskool, productie",28,vegetables (groenten)
35,"Spinazie, productie",28,vegetables (groenten)
40,"Waspeen, productie",28,vegetables (groenten)
44,"Knolselderij, productie",28,vegetables (groenten)
45,"Prei, zomer, productie",28,vegetables (groenten)
51,"Aardbeien op stellingen, productie",28,vegetables (groenten)
58,"Sla; overig, productie",28,vegetables (groenten)
61,"Rabarber, productie",28,vegetables (groenten)
64,"Bloemkool, zomer, productie",28,vegetables (groenten)
65,"Witte kool, productie",28,vegetables (groenten)
66,"Chinese kool, productie",28,vegetables (groenten)
67,"Spinazie, zaden en opkweekmateriaal",28,vegetables (groenten)
68,"Asperges, oppervlakte die productie oplevert",28,vegetables (groenten)
75,Cichorei,28,vegetables (groenten)
76,"Asperges, oppervlakte die nog geen productie oplevert",28,vegetables (groenten)
81,"Aardbeien op stellingen, wachtbed",28,vegetables (groenten)
84,"Bloemkool, winter, productie",28,vegetables (groenten)
89,"Overige niet genoemde groenten, zaden en opkweekmateriaal",28,vegetables (groenten)
90,"Prei, winter, productie",28,vegetables (groenten)
93,"Rodekool, productie",28,vegetables (groenten)
96,"Overige niet genoemde groenten, productie",28,vegetables (groenten)
107,"Witlofwortel, productie",28,vegetables (groenten)
119,"Bospeen, productie",28,vegetables (groenten)
121,"Broccoli, productie",28,vegetables (groenten)
122,"Aardbeien open grond, wachtbed",28,vegetables (groenten)
126,"Sla; radicchio rosso, productie",28,vegetables (groenten)
