value,description,value_rcl,description_rcl
0,Non-agricultural land,19,non-agricultural land (geen landbouwgrond)
26,"Bos, blijvend, met herplantplicht",19,non-agricultural land (geen landbouwgrond)
31,"Bos, zonder herplantplicht",19,non-agricultural land (geen landbouwgrond)
32,Overige natuurterreinen,19,non-agricultural land (geen landbouwgrond)
72,Bos (SBL-regeling),19,non-agricultural land (geen landbouwgrond)
74,Bos (set aside regeling),19,non-agricultural land (geen landbouwgrond)
77,Woudbomen met korte omlooptijd,19,non-agricultural land (geen landbouwgrond)
81,Dummycode voor dummypercelen,19,non-agricultural land (geen landbouwgrond)
1,"Grasland, blijvend",2,grassland (grasland)
4,"Grasland, tijdelijk",2,grassland (grasland)
7,Luzerne,2,grassland (grasland)
9,Natuurlijk grasland met hoofdfunctie landbouw,2,grassland (grasland)
14,Natuurlijk grasland (begraasd) met beperkte landbouwact.,2,grassland (grasland)
29,"Groenbemesters, niet-vlinderbloemige",2,grassland (grasland)
33,Graszaad (inclusief klaverzaad),2,grassland (grasland)
48,Graszoden,2,grassland (grasland)
67,"Groenbemesters, vlinderbloemige",2,grassland (grasland)
2,"Mais, snij-",21,maize (mais)
10,"Mais, korrel-",21,maize (mais)
15,"Mais, corncob mix",21,maize (mais)
47,"Mais, suiker-",21,maize (mais)
63,"Mais, energie-",21,maize (mais)
3,"Tarwe, winter-",20,cereals (granen)
6,"Tarwe, zomer-",20,cereals (granen)
19,"Gerst, zomer-",20,cereals (granen)
21,Triticale,20,cereals (granen)
34,Rogge (geen snijrogge),20,cereals (granen)
35,Haver,20,cereals (granen)
40,"Gerst, winter-",20,cereals (granen)
42,"Granen, overig",20,cereals (granen)
51,Overige akkerbouwgewassen,20,cereals (granen)
5,"Aardappelen, consumptie- op kleigrond",22,potatoes (aardappelen)
8,"Aardappelen, consumptie- op zand-/veengrond",22,potatoes (aardappelen)
20,"Aardappelen, zetmeel",22,potatoes (aardappelen)
23,"Aardappelrassen, poot- op kleigrond",22,potatoes (aardappelen)
30,"Aardappelen, cons. op zand/veen (vroeg, loofver voor 15-07)",22,potatoes (aardappelen)
39,"Aardappelen, poot op klei, uitgroeiteelt (loofver na 15-08)",22,potatoes (aardappelen)
41,"Aardappelen, cons. op kleigrond (vroeg, loofver voor 15-07)",22,potatoes (aardappelen)
45,"Aardappelen, zetmeel- TBM pootgoed",22,potatoes (aardappelen)
60,"Aardappelen, poot op zand/veen, uitgroei (loofver na 15-08)",22,potatoes (aardappelen)
61,"Aardappelrassen, poot- op zand-/veengrond",22,potatoes (aardappelen)
65,"Aardappelen, zetmeel geleverd aan buitenland",22,potatoes (aardappelen)
68,"Aardappelen, bestrijdingsmaatregel AM",22,potatoes (aardappelen)
11,"Uien, zaai-",28,vegetables (groenten)
13,Groenten open grond (inclusief groentezaden),28,vegetables (groenten)
24,Cichorei,28,vegetables (groenten)
52,"Uien, poot en plant (incl. sjalotten)",28,vegetables (groenten)
12,"Bieten, suiker-",23,beetroot (bieten)
58,"Bieten, voeder- (inclusief aardperen)",23,beetroot (bieten)
25,"Vlas, vezel- (niet voor zaaizaad)",29,oil-producing plants (plantaardige olie)
37,"Koolzaad, zomer (ook boterzaad)",29,oil-producing plants (plantaardige olie)
38,Blauwmaanzaad,29,oil-producing plants (plantaardige olie)
43,Zonnebloemen,29,oil-producing plants (plantaardige olie)
49,"Koolzaad, winter (ook boterzaad)",29,oil-producing plants (plantaardige olie)
53,"Vlas, vezel- (voor zaaizaad)",29,oil-producing plants (plantaardige olie)
54,"Hennep, vezel-",29,oil-producing plants (plantaardige olie)
66,Lijnzaad niet van vezelvlas (olievlas),29,oil-producing plants (plantaardige olie)
80,Raapzaad,29,oil-producing plants (plantaardige olie)
27,Erwten inclusief schokkers (droog te oogsten),30,beans (boonen)
28,"Erwten, groene/gele, groen te oogsten",30,beans (boonen)
50,"Bonen, bruine",30,beans (boonen)
56,"Bonen, tuin- (groen te oogsten)",30,beans (boonen)
59,"Bonen, tuin- (droog te oogsten) (geen consumptie)",30,beans (boonen)
62,"Bonen, veld-(oa duive-, paarde-, wierbonen)(droog te oogsten",30,beans (boonen)
71,Kapucijners (en grauwe erwten),30,beans (boonen)
75,"Lupinen, niet bittere-",30,beans (boonen)
78,Sojabonen,30,beans (boonen)
16,Bloembollen en - knollen,24,flower bulbs (bloembollen)
44,"Tagetes (zand, loss) (geen groene braak)",24,flower bulbs (bloembollen)
55,Bloemkwekerijgewassen (inclusief bloemzaden),24,flower bulbs (bloembollen)
22,Boomkwekerij en vaste planten,8,horticulture/fruits (boomgaard)
46,Fruit,8,horticulture/fruits (boomgaard)
76,Notenbomen,8,horticulture/fruits (boomgaard)
17,"Onbeteelde grond, tijdelijk",13,fallow (braakland)
18,Faunaranden,13,fallow (braakland)
36,"Braak, natuur-",13,fallow (braakland)
57,Onbeteelde grond door een teeltverbod/ontheffing,13,fallow (braakland)
64,Karwijzaad (oogst dit jaar),13,fallow (braakland)
69,"Heide, begraasd",13,fallow (braakland)
70,Braak met bos (SBL-regeling na 28 juni 1995),13,fallow (braakland)
73,Miscanthus (olifantsgras),13,fallow (braakland)
79,Onbekend/gewas niet opgegeven,13,fallow (braakland)
