value,description,value_rcl,description_rcl
107,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit blijvend gras",2,grassland (grasland)
118,Graszoden,2,grassland (grasland)
130,"Klaver, Alexandrijnse",2,grassland (grasland)
165,"Klaver, witte",2,grassland (grasland)
190,Italiaans raaigras,2,grassland (grasland)
191,Westerwolds raaigras,2,grassland (grasland)
207,"Rietzwenkgras, anders dan voor industriegras",2,grassland (grasland)
223,Veldbeemdgras,2,grassland (grasland)
234,"Rietzwenkgras, industriegras",2,grassland (grasland)
278,Festulolium,2,grassland (grasland)
280,Naaldaar (Setaria),2,grassland (grasland)
286,Klaverzaad,2,grassland (grasland)
5,"Mais, snij-",21,maize (mais)
38,"Mais, korrel-",21,maize (mais)
93,"Mais, corncob mix",21,maize (mais)
95,"Mais, suiker-",21,maize (mais)
174,"Mais, energie-",21,maize (mais)
9,"Tarwe, winter-",20,cereals (granen)
14,"Tarwe, zomer-",20,cereals (granen)
18,Triticale,20,cereals (granen)
40,"Gerst, winter-",20,cereals (granen)
42,"Gerst, zomer-",20,cereals (granen)
61,Haver,20,cereals (granen)
76,Japanse haver,20,cereals (granen)
83,Rogge (geen snijrogge),20,cereals (granen)
98,Spelt,20,cereals (granen)
127,Overige granen,20,cereals (granen)
183,Quinoa,20,cereals (granen)
185,Overige akkerbouwgewassen,20,cereals (granen)
187,Soedangras/Sorghum,20,cereals (granen)
230,Franse boekweit,20,cereals (granen)
248,Teff,20,cereals (granen)
6,"Aardappelen, consumptie",22,potatoes (aardappelen)
13,"Aardappelen, poot NAK",22,potatoes (aardappelen)
66,"Aardappelen, zetmeel",22,potatoes (aardappelen)
97,"Aardappelen, poot TBM",22,potatoes (aardappelen)
109,"Aardappelen, bestrijdingsmaatregel AM",22,potatoes (aardappelen)
10,"Uien, zaai-",28,vegetables (groenten)
15,"Prei, winter, productie",28,vegetables (groenten)
21,"Winterpeen, productie",28,vegetables (groenten)
25,"Asperges, oppervlakte die nog geen productie oplevert",28,vegetables (groenten)
26,"Prei, zomer, productie",28,vegetables (groenten)
28,"Spitskool, productie",28,vegetables (groenten)
30,"Aardbeien open grond, productie",28,vegetables (groenten)
34,"Uien, poot- en plant- (incl. sjalotten)",28,vegetables (groenten)
35,"Knolselderij, productie",28,vegetables (groenten)
37,Cichorei,28,vegetables (groenten)
44,"Pompoen, productie",28,vegetables (groenten)
50,"Asperges, oppervlakte die productie oplevert",28,vegetables (groenten)
51,"Spruitkool/spruitjes, productie",28,vegetables (groenten)
52,"Witlofwortel, productie",28,vegetables (groenten)
54,"Aardbeien op stellingen, productie",28,vegetables (groenten)
57,"Sla, ijsberg-, productie",28,vegetables (groenten)
63,"Kruiden, productie",28,vegetables (groenten)
80,"Kroten/rode bieten, productie",28,vegetables (groenten)
86,"Waspeen, productie",28,vegetables (groenten)
88,"Rabarber, productie",28,vegetables (groenten)
90,"Witte kool, productie",28,vegetables (groenten)
101,Schorseneren; productie,28,vegetables (groenten)
102,"Rodekool, productie",28,vegetables (groenten)
103,"Savooiekool, productie",28,vegetables (groenten)
106,"Overige niet genoemde groenten, productie",28,vegetables (groenten)
108,"Sla; overig, productie",28,vegetables (groenten)
110,"Spinazie, productie",28,vegetables (groenten)
116,"Bloemkool, zomer, productie",28,vegetables (groenten)
129,"Broccoli, productie",28,vegetables (groenten)
131,"Pastinaak, productie",28,vegetables (groenten)
135,Knoflook,28,vegetables (groenten)
137,"Andijvie, productie",28,vegetables (groenten)
140,Wortelpeterselie,28,vegetables (groenten)
141,"Chinese kool, productie",28,vegetables (groenten)
143,"Selderij, bleek- en groen-, productie",28,vegetables (groenten)
146,"Courgette, productie",28,vegetables (groenten)
149,"Aardbeien open grond, vermeerdering",28,vegetables (groenten)
153,"Aardbeien open grond, wachtbed",28,vegetables (groenten)
154,"Prei, winter, zaden en opkweekmateriaal",28,vegetables (groenten)
158,"Koolraap, productie",28,vegetables (groenten)
161,"Bospeen, productie",28,vegetables (groenten)
163,"Prei, zomer, zaden en opkweekmateriaal",28,vegetables (groenten)
167,"Boerenkool, productie",28,vegetables (groenten)
170,"Bloemkool, winter, productie",28,vegetables (groenten)
175,"Aardbeien op stellingen, zaden en opkweekmateriaal",28,vegetables (groenten)
176,"Spinazie, zaden en opkweekmateriaal",28,vegetables (groenten)
180,"Aardbeien op stellingen, wachtbed",28,vegetables (groenten)
181,Bladkool,28,vegetables (groenten)
182,"Overige niet genoemde groenten, zaden en opkweekmateriaal",28,vegetables (groenten)
184,"Radijs, zaden en opkweekmateriaal",28,vegetables (groenten)
196,"Rabarber, zaden en opkweekmateriaal",28,vegetables (groenten)
198,"Paksoi, productie",28,vegetables (groenten)
201,"Uien, zilver-",28,vegetables (groenten)
203,"Aardbeien op stellingen, vermeerdering",28,vegetables (groenten)
204,"Peulen, productie",28,vegetables (groenten)
206,"Asperges, zaden en opkweekmateriaal",28,vegetables (groenten)
208,"Pompoen, zaden en opkweekmateriaal",28,vegetables (groenten)
209,"Kruiden, zaden en opkweekmateriaal",28,vegetables (groenten)
213,"Knolvenkel/venkel, productie",28,vegetables (groenten)
215,"Komkommer, productie",28,vegetables (groenten)
219,"Sla; overig, zaden en opkweekmateriaal",28,vegetables (groenten)
222,"Koolrabi, productie",28,vegetables (groenten)
224,"Overige niet genoemde bladgewassen, productie",28,vegetables (groenten)
225,"Valeriaan, productie",28,vegetables (groenten)
229,"Peterselie, productie",28,vegetables (groenten)
231,"Bloemkool, zomer, zaden en opkweekmateriaal",28,vegetables (groenten)
232,"Pastinaak, zaden en opkweekmateriaal",28,vegetables (groenten)
233,"Aardbeien open grond, zaden en opkweekmateriaal",28,vegetables (groenten)
238,"Augurk, productie",28,vegetables (groenten)
239,"Angelica, productie",28,vegetables (groenten)
240,"Augurk, zaden en opkweekmateriaal",28,vegetables (groenten)
241,"Sla, ijsberg-, zaden en opkweekmateriaal",28,vegetables (groenten)
242,"Waspeen, zaden en opkweekmateriaal",28,vegetables (groenten)
244,"Brocolli, zaden en opkweekmateriaal",28,vegetables (groenten)
246,"Witlofwortel, zaden en opkweekmateriaal",28,vegetables (groenten)
250,"Winterpeen, zaden en opkweekmateriaal",28,vegetables (groenten)
252,"Sla; radicchio rosso, productie",28,vegetables (groenten)
254,"Radijs, productie",28,vegetables (groenten)
258,"Raapstelen, productie",28,vegetables (groenten)
260,"Bospeen, zaden en opkweekmateriaal",28,vegetables (groenten)
265,"Spruitkool/spruitjes, zaden en opkweekmateriaal",28,vegetables (groenten)
268,"Knolselderij, zaden en opkweekmateriaal",28,vegetables (groenten)
269,"Boerenkool, zaden en opkweekmateriaal",28,vegetables (groenten)
274,"Valeriaan, zaden en opkweekmateriaal",28,vegetables (groenten)
277,"Witte kool, zaden en opkweekmateriaal",28,vegetables (groenten)
281,"Spitskool, zaden en opkweekmateriaal",28,vegetables (groenten)
283,"Bloemkool, winter, zaden en opkweekmateriaal",28,vegetables (groenten)
289,"Schorseneren, zaden en opkweekmateriaal",28,vegetables (groenten)
290,"Kroten/rode bieten, zaden en opkweekmateriaal",28,vegetables (groenten)
293,"Peulen, zaden en opkweekmateriaal",28,vegetables (groenten)
295,"Lavas (Maggiplant), productie",28,vegetables (groenten)
298,"Peterselie, zaden en opkweekmateriaal",28,vegetables (groenten)
299,Stoppelknollen,28,vegetables (groenten)
22,"Bieten, suiker-",23,beetroot (bieten)
73,"Bieten, voeder-",23,beetroot (bieten)
60,"Koolzaad, winter (incl. boterzaad)",29,oil-producing plants (plantaardige olie)
65,"Vlas, vezel-",29,oil-producing plants (plantaardige olie)
111,Bladrammenas,29,oil-producing plants (plantaardige olie)
123,Zonnebloemen,29,oil-producing plants (plantaardige olie)
142,"Koolzaad, zomer (incl. boterzaad)",29,oil-producing plants (plantaardige olie)
157,"Hennep, vezel-",29,oil-producing plants (plantaardige olie)
169,Blauwmaanzaad,29,oil-producing plants (plantaardige olie)
200,"Overige niet genoemde bladgewassen, zaden en opkweekmateriaal",29,oil-producing plants (plantaardige olie)
221,"Vlas, olie-. Lijnzaad niet van vezelvlas",29,oil-producing plants (plantaardige olie)
243,Igniscum Candy,29,oil-producing plants (plantaardige olie)
251,Aardperen,29,oil-producing plants (plantaardige olie)
17,"Overige groenbemesters, vlinderbloemige-",30,beans (boonen)
24,"Bonen, veld- (onder andere duiven-, paarden-, wierbonen)",30,beans (boonen)
46,"Erwten, groene/gele (groen te oogsten)",30,beans (boonen)
62,Kapucijners (en grauwe erwten),30,beans (boonen)
84,"Stamsperziebonen (=stamslabonen), productie",30,beans (boonen)
112,"Pronkbonen, zaden en opkweekmateriaal",30,beans (boonen)
119,"Bonen, bruine-",30,beans (boonen)
122,"Bonen, tuin- (groen te oogsten)",30,beans (boonen)
173,"Bonen, tuin- (droog te oogsten) (geen consumptie)",30,beans (boonen)
179,"Lupinen, niet bittere",30,beans (boonen)
193,"Stoksnijbonen en stokslabonen, productie",30,beans (boonen)
197,Erwten (droog te oogsten),30,beans (boonen)
211,"Stamsperziebonen (=stamslabonen), zaden en opkweekmateriaal",30,beans (boonen)
214,Sojabonen,30,beans (boonen)
226,"Stoksnijbonen en stokslabonen, zaden en opkweekmateriaal",30,beans (boonen)
292,"Pronkbonen, productie",30,beans (boonen)
3,"Gladiool, bloembollen en - knollen",24,flower bulbs (bloembollen)
29,"Tulp, bloembollen en -knollen",24,flower bulbs (bloembollen)
39,"Overige bloemen, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
43,"Amaryllis, bloembollen en -knollen",24,flower bulbs (bloembollen)
55,"Lelie, bloembollen en -knollen",24,flower bulbs (bloembollen)
78,"Krokus, bloembollen en - knollen",24,flower bulbs (bloembollen)
92,"Iris, bloembollen en -knollen",24,flower bulbs (bloembollen)
104,"Rozenstruiken (incl, zaailingen en onderstammen), open grond,",24,flower bulbs (bloembollen)
105,"Gladiool, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
113,Bloemzaden open grond,24,flower bulbs (bloembollen)
121,"Ericaceae (Zoals erica, calluna, rododendron, azalea), pot- en containerveld,",24,flower bulbs (bloembollen)
132,Tagetes patula (Afrikaantje),24,flower bulbs (bloembollen)
134,"Hyacint, bloembollen en - knollen",24,flower bulbs (bloembollen)
136,"Narcis, bloembollen en -knollen",24,flower bulbs (bloembollen)
138,"Narcis, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
144,"Pioenroos, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
147,"Overige bloemen, bloembollen en -knollen",24,flower bulbs (bloembollen)
148,"Tulp, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
151,"Iris, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
155,"Pioenroos, bloembollen en -knollen",24,flower bulbs (bloembollen)
156,Tagetes erecta (Afrikaantje),24,flower bulbs (bloembollen)
162,Snijgroen,24,flower bulbs (bloembollen)
166,"Lelie, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
168,"Dahlia, bloembollen en - knollen",24,flower bulbs (bloembollen)
172,"Rozenstruiken (incl, zaailingen en onderstammen), pot- en containerveld,",24,flower bulbs (bloembollen)
178,"Zantedeschia, bloembollen en -knollen",24,flower bulbs (bloembollen)
186,"Overige bloemen, droogbloemen",24,flower bulbs (bloembollen)
192,"Sierui, bloembollen en -knollen",24,flower bulbs (bloembollen)
195,"Blauw druifje, bloembollen en -knollen",24,flower bulbs (bloembollen)
202,"Hyacint, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
212,"Dahlia, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
216,Teunisbloem,24,flower bulbs (bloembollen)
217,"Chrysant, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
218,"Blauw druifje, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
220,"Ericaceae (Zoals erica, calluna, rododendron, azalea), open grond,",24,flower bulbs (bloembollen)
255,"Zantedeschia, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
256,"Echinacea (zonnehoed), productie",24,flower bulbs (bloembollen)
257,"Sierui, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
262,Vergeet mij nietje,24,flower bulbs (bloembollen)
263,Leeuwenbekjes,24,flower bulbs (bloembollen)
266,"Amaryllis, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
271,"Gladiool, droogbloemen",24,flower bulbs (bloembollen)
279,"Krokus, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
282,"Dahlia, droogbloemen",24,flower bulbs (bloembollen)
284,Adonis,24,flower bulbs (bloembollen)
300,"Pioenroos, droogbloemen",24,flower bulbs (bloembollen)
2,Peren. Aangeplant voorafgaande aan lopende seizoen.,8,horticulture/fruits (boomgaard)
11,"Kersen, zuur (opbrengst bestemd voor verwerkende industrie)",8,horticulture/fruits (boomgaard)
20,"Sierconiferen, open grond,",8,horticulture/fruits (boomgaard)
27,Notenbomen,8,horticulture/fruits (boomgaard)
33,"Sierconiferen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
41,Appelen. Aangeplant voorafgaande aan lopende seizoen.,8,horticulture/fruits (boomgaard)
45,Frambozen,8,horticulture/fruits (boomgaard)
47,Bramen,8,horticulture/fruits (boomgaard)
48,"Bessen, rode",8,horticulture/fruits (boomgaard)
64,Wijndruiven,8,horticulture/fruits (boomgaard)
69,"Sierheesters en klimplanten, pot- en containerveld,",8,horticulture/fruits (boomgaard)
72,Peren. Aangeplant lopende seizoen.,8,horticulture/fruits (boomgaard)
81,"Vaste planten, open grond,",8,horticulture/fruits (boomgaard)
82,"Vaste planten, pot- en containerteelt,",8,horticulture/fruits (boomgaard)
87,Kerstbomen,8,horticulture/fruits (boomgaard)
89,Appelen. Aangeplant lopende seizoen.,8,horticulture/fruits (boomgaard)
99,"Sierheesters en klimplanten, open grond,",8,horticulture/fruits (boomgaard)
100,"Vruchtbomen, overig, open grond,",8,horticulture/fruits (boomgaard)
115,"Kersen, zoet",8,horticulture/fruits (boomgaard)
117,"Buxus, open grond,",8,horticulture/fruits (boomgaard)
120,"Bessen, blauwe",8,horticulture/fruits (boomgaard)
125,"Trek- en besheesters, open grond,",8,horticulture/fruits (boomgaard)
128,Pruimen,8,horticulture/fruits (boomgaard)
133,"Overige pit- en steenvruchten (zoals perziken, tafeldruiven)",8,horticulture/fruits (boomgaard)
139,"Vruchtbomen, onderstammen, open grond,",8,horticulture/fruits (boomgaard)
145,"Overig kleinfruit (zoals kruisbessen, kiwi's)",8,horticulture/fruits (boomgaard)
150,"Vruchtbomen, moerbomen, open grond,",8,horticulture/fruits (boomgaard)
159,"Buxus, pot- en containerveld,",8,horticulture/fruits (boomgaard)
177,Hop,8,horticulture/fruits (boomgaard)
188,"Bessen, zwarte (opbrengst verwerkt voor verwerkende industrie)",8,horticulture/fruits (boomgaard)
189,"Selderij, bleek- en groen-, zaden en opkweekmateriaal",8,horticulture/fruits (boomgaard)
210,"Vruchtbomen, overig, pot- en containerveld,",8,horticulture/fruits (boomgaard)
227,"Trek- en besheesters, pot- en containerveld,",8,horticulture/fruits (boomgaard)
237,Cranberry,8,horticulture/fruits (boomgaard)
247,"Vruchtbomen, moerbomen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
16,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit een ander gewas dan gras. (EA: beheer)",13,fallow (braakland)
19,"Overige groenbemesters, niet-vlinderbloemige-",13,fallow (braakland)
32,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit een ander gewas dan gras. (EA: onbeheerd)",13,fallow (braakland)
49,Agrarisch natuurmengsel,13,fallow (braakland)
56,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit een ander gewas dan gras",13,fallow (braakland)
152,Miscanthus (olifantsgras),13,fallow (braakland)
160,Timothee,13,fallow (braakland)
164,Esparcette,13,fallow (braakland)
171,Gele mosterd,13,fallow (braakland)
194,Facelia,13,fallow (braakland)
199,Onbeteelde grond vanwege een teeltverbod/ontheffing,13,fallow (braakland)
235,"Wikke, voeder-",13,fallow (braakland)
245,Raketblad (aaltjesvanggewas),13,fallow (braakland)
249,"Angelica, zaden en opkweekmateriaal",13,fallow (braakland)
253,Ethiopische mosterd,13,fallow (braakland)
259,"Wikke, bonte",13,fallow (braakland)
261,Papaver,13,fallow (braakland)
264,Raapzaad,13,fallow (braakland)
267,Rolklaver,13,fallow (braakland)
272,Sarepta mosterd/Caliente,13,fallow (braakland)
273,Zwarte mosterd,13,fallow (braakland)
275,Karwijzaad (oogst dit jaar),13,fallow (braakland)
276,Kanariezaad,13,fallow (braakland)
285,Bladraap,13,fallow (braakland)
287,"Wilde marjolein (Oregano), productie",13,fallow (braakland)
288,Deder,13,fallow (braakland)
294,Meekrap,13,fallow (braakland)
296,Brandnetel,13,fallow (braakland)
297,Zwaardherik (aaltjesvanggewas),13,fallow (braakland)
