value,description,value_rcl,description_rcl
0,Non-agricultural land,19,non-agricultural land (geen landbouwgrond)
14,Agrarisch natuurmengsel,19,non-agricultural land (geen landbouwgrond)
25,"Bos- en haagplanten, open grond,",19,non-agricultural land (geen landbouwgrond)
27,"Bos, blijvend, met herplantplicht",19,non-agricultural land (geen landbouwgrond)
36,"Laanbomen/parkbomen, opzetters, open grond,",19,non-agricultural land (geen landbouwgrond)
39,Natuurterreinen (incl. heide),19,non-agricultural land (geen landbouwgrond)
43,"Laanbomen/parkbomen, spillen, open grond,",19,non-agricultural land (geen landbouwgrond)
48,"Laanbomen/parkbomen, spillen, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
50,"Sloot, grenzend aan beheerde akkerrand",19,non-agricultural land (geen landbouwgrond)
67,Bos (set aside regeling),19,non-agricultural land (geen landbouwgrond)
71,Bos zonder herplantplicht,19,non-agricultural land (geen landbouwgrond)
124,"Bos- en haagplanten, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
126,"Wikke, voeder-",19,non-agricultural land (geen landbouwgrond)
142,"Laanbomen/parkbomen, opzetters, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
145,Bos (SBL-regeling),19,non-agricultural land (geen landbouwgrond)
159,"Laanbomen/parkbomen, onderstammen, open grond,",19,non-agricultural land (geen landbouwgrond)
164,Voedselbos,19,non-agricultural land (geen landbouwgrond)
217,Woudbomen met korte omlooptijd (excl. Wilgenhakhout),19,non-agricultural land (geen landbouwgrond)
239,Wilgenhakhout,19,non-agricultural land (geen landbouwgrond)
256,"Laanbomen/parkbomen, onderstammen, pot- en containerveld,",19,non-agricultural land (geen landbouwgrond)
1,"Grasland, natuurlijk. Hoofdfunctie landbouw.",2,grassland (grasland)
2,"Grasland, blijvend",2,grassland (grasland)
4,"Grasland, tijdelijk",2,grassland (grasland)
17,"Klaver, rode",2,grassland (grasland)
18,Luzerne,2,grassland (grasland)
23,Engels raaigras,2,grassland (grasland)
30,"Grasland, natuurlijk. Hoofdfunctie natuur.",2,grassland (grasland)
35,"Overige groenbemesters, niet-vlinderbloemige-",2,grassland (grasland)
46,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit tijdelijk gras",2,grassland (grasland)
47,Roodzwenkgras,2,grassland (grasland)
49,Graszaad,2,grassland (grasland)
55,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit blijvend gras",2,grassland (grasland)
72,Graszoden,2,grassland (grasland)
101,Italiaans raaigras,2,grassland (grasland)
156,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit blijvend gras",2,grassland (grasland)
160,Westerwolds raaigras,2,grassland (grasland)
167,"Rietzwenkgras, anders dan voor industriegras",2,grassland (grasland)
201,"Klaver, witte",2,grassland (grasland)
223,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit tijdelijk gras",2,grassland (grasland)
225,"Rietzwenkgras, industriegras",2,grassland (grasland)
229,Veldbeemdgras,2,grassland (grasland)
237,Rolklaver,2,grassland (grasland)
262,Festulolium,2,grassland (grasland)
283,"Klaver, Alexandrijnse",2,grassland (grasland)
291,"Klaver, incarnaat",2,grassland (grasland)
301,Klaverzaad,2,grassland (grasland)
310,Naaldaar (Setaria),2,grassland (grasland)
5,"Mais, corncob mix",21,maize (mais)
9,"Mais, snij-",21,maize (mais)
16,"Mais, korrel-",21,maize (mais)
140,"Mais, suiker-",21,maize (mais)
192,Maiskolvensilage,21,maize (mais)
254,"Mais, energie-",21,maize (mais)
7,"Gerst, zomer-",20,cereals (granen)
8,"Tarwe, winter-",20,cereals (granen)
20,"Gerst, winter-",20,cereals (granen)
24,Japanse haver,20,cereals (granen)
52,"Tarwe, zomer-",20,cereals (granen)
81,Rogge (geen snijrogge),20,cereals (granen)
86,Overige akkerbouwgewassen,20,cereals (granen)
91,Triticale,20,cereals (granen)
119,Overige granen,20,cereals (granen)
148,Haver,20,cereals (granen)
163,Soedangras/Sorghum,20,cereals (granen)
180,Spelt,20,cereals (granen)
184,Franse boekweit,20,cereals (granen)
247,Quinoa,20,cereals (granen)
277,Teff,20,cereals (granen)
11,"Aardappelen, poot NAK",22,potatoes (aardappelen)
12,"Aardappelen, zetmeel",22,potatoes (aardappelen)
13,"Aardappelen, consumptie",22,potatoes (aardappelen)
58,"Aardappelen, poot TBM",22,potatoes (aardappelen)
122,"Aardappelen, bestrijdingsmaatregel AM",22,potatoes (aardappelen)
3,"Uien, zaai-",28,vegetables (groenten)
10,"Winterpeen, productie",28,vegetables (groenten)
22,"Pompoen, productie",28,vegetables (groenten)
29,Cichorei,28,vegetables (groenten)
45,"Andijvie, productie",28,vegetables (groenten)
53,Knoflook,28,vegetables (groenten)
54,"Uien, poot en plant, 2e jaars",28,vegetables (groenten)
56,"Prei, winter, productie",28,vegetables (groenten)
57,"Broccoli, productie",28,vegetables (groenten)
59,Schorseneren; productie,28,vegetables (groenten)
73,"Uien, zilver-",28,vegetables (groenten)
74,"Waspeen, productie",28,vegetables (groenten)
76,"Spruitkool/spruitjes, productie",28,vegetables (groenten)
77,"Kroten/rode bieten, productie",28,vegetables (groenten)
80,"Spinazie, productie",28,vegetables (groenten)
82,"Knolselderij, productie",28,vegetables (groenten)
83,"Witte kool, productie",28,vegetables (groenten)
84,"Asperges, oppervlakte die productie oplevert",28,vegetables (groenten)
92,"Courgette, productie",28,vegetables (groenten)
93,"Pastinaak, productie",28,vegetables (groenten)
94,"Aardbeien open grond, productie",28,vegetables (groenten)
98,"Rabarber, zaden en opkweekmateriaal",28,vegetables (groenten)
99,"Bospeen, productie",28,vegetables (groenten)
103,"Rodekool, productie",28,vegetables (groenten)
105,"Overige niet genoemde groenten, productie",28,vegetables (groenten)
106,"Bloemkool, zomer, productie",28,vegetables (groenten)
108,"Sla, ijsberg-, productie",28,vegetables (groenten)
111,"Kruiden, productie",28,vegetables (groenten)
114,"Prei, zomer, productie",28,vegetables (groenten)
117,"Witlofwortel, productie",28,vegetables (groenten)
123,"Uien, poot en plant, 1e jaars",28,vegetables (groenten)
125,"Aardbeien op stellingen, productie",28,vegetables (groenten)
127,"Prei, zomer, zaden en opkweekmateriaal",28,vegetables (groenten)
133,"Sla; overig, productie",28,vegetables (groenten)
136,"Prei, winter, zaden en opkweekmateriaal",28,vegetables (groenten)
141,Wortelpeterselie,28,vegetables (groenten)
144,"Savooiekool, productie",28,vegetables (groenten)
146,"Koolraap, productie",28,vegetables (groenten)
154,"Spitskool, productie",28,vegetables (groenten)
155,"Aardbeien open grond, wachtbed",28,vegetables (groenten)
157,"Peulen, productie",28,vegetables (groenten)
158,"Overige niet genoemde bladgewassen, productie",28,vegetables (groenten)
161,"Asperges, oppervlakte die nog geen productie oplevert",28,vegetables (groenten)
162,"Aardbeien open grond, vermeerdering",28,vegetables (groenten)
165,"Spinazie, zaden en opkweekmateriaal",28,vegetables (groenten)
166,"Komkommer, productie",28,vegetables (groenten)
169,"Boerenkool, productie",28,vegetables (groenten)
176,"Overige niet genoemde groenten, zaden en opkweekmateriaal",28,vegetables (groenten)
177,"Rabarber, productie",28,vegetables (groenten)
178,Sjalotten,28,vegetables (groenten)
179,"Aardbeien op stellingen, vermeerdering",28,vegetables (groenten)
185,"Witlofwortel, zaden en opkweekmateriaal",28,vegetables (groenten)
187,"Kruiden, zaden en opkweekmateriaal",28,vegetables (groenten)
191,"Aardbeien open grond, zaden en opkweekmateriaal",28,vegetables (groenten)
193,"Augurk, zaden en opkweekmateriaal",28,vegetables (groenten)
195,"Waspeen, zaden en opkweekmateriaal",28,vegetables (groenten)
196,"Winterpeen, zaden en opkweekmateriaal",28,vegetables (groenten)
197,"Sla, ijsberg-, zaden en opkweekmateriaal",28,vegetables (groenten)
198,"Kroten/rode bieten, zaden en opkweekmateriaal",28,vegetables (groenten)
204,"Sla; overig, zaden en opkweekmateriaal",28,vegetables (groenten)
205,"Selderij, bleek- en groen-, zaden en opkweekmateriaal",28,vegetables (groenten)
206,"Koolrabi, zaden en opkweekmateriaal",28,vegetables (groenten)
207,"Valeriaan, productie",28,vegetables (groenten)
209,"Courgette, zaden en opkweekmateriaal",28,vegetables (groenten)
210,"Aardbeien op stellingen, wachtbed",28,vegetables (groenten)
211,"Bloemkool, winter, productie",28,vegetables (groenten)
212,"Selderij, bleek- en groen-, productie",28,vegetables (groenten)
213,"Asperges, zaden en opkweekmateriaal",28,vegetables (groenten)
216,"Chinese kool, productie",28,vegetables (groenten)
224,"Paksoi, productie",28,vegetables (groenten)
226,"Knolvenkel/venkel, productie",28,vegetables (groenten)
228,"Witte kool, zaden en opkweekmateriaal",28,vegetables (groenten)
230,"Pompoen, zaden en opkweekmateriaal",28,vegetables (groenten)
232,"Aardbeien op stellingen, zaden en opkweekmateriaal",28,vegetables (groenten)
241,"Peterselie, productie",28,vegetables (groenten)
243,"Koolrabi, productie",28,vegetables (groenten)
244,"Overige niet genoemde bladgewassen, zaden en opkweekmateriaal",28,vegetables (groenten)
250,"Boerenkool, zaden en opkweekmateriaal",28,vegetables (groenten)
252,"Bloemkool, zomer, zaden en opkweekmateriaal",28,vegetables (groenten)
261,"Bospeen, zaden en opkweekmateriaal",28,vegetables (groenten)
263,Bladkool,28,vegetables (groenten)
264,"Angelica, productie",28,vegetables (groenten)
267,Stoppelknollen,28,vegetables (groenten)
269,"Spruitkool/spruitjes, zaden en opkweekmateriaal",28,vegetables (groenten)
271,"Bloemkool, winter, zaden en opkweekmateriaal",28,vegetables (groenten)
272,"Savooiekool, zaden en opkweekmateriaal",28,vegetables (groenten)
273,"Spitskool, zaden en opkweekmateriaal",28,vegetables (groenten)
274,"Brocolli, zaden en opkweekmateriaal",28,vegetables (groenten)
275,"Radijs, zaden en opkweekmateriaal",28,vegetables (groenten)
281,"Radijs, productie",28,vegetables (groenten)
282,"Sla; radicchio rosso, productie",28,vegetables (groenten)
289,"Andijvie, zaden en opkweekmateriaal",28,vegetables (groenten)
290,"Meloen, zaden en opkweekmateriaal",28,vegetables (groenten)
293,"Knolvenkel/venkel, zaden en opkweekmateriaal",28,vegetables (groenten)
294,"Augurk, productie",28,vegetables (groenten)
295,"Meloen, productie",28,vegetables (groenten)
299,"Raapstelen, productie",28,vegetables (groenten)
302,"Rodekool, zaden en opkweekmateriaal",28,vegetables (groenten)
303,"Knolselderij, zaden en opkweekmateriaal",28,vegetables (groenten)
306,"Sla; radicchio rosso, zaden en opkweekmateriaal",28,vegetables (groenten)
307,"Chinese kool, zaden en opkweekmateriaal",28,vegetables (groenten)
314,"Peulen, zaden en opkweekmateriaal",28,vegetables (groenten)
319,"Valeriaan, zaden en opkweekmateriaal",28,vegetables (groenten)
6,"Bieten, suiker-",23,beetroot (bieten)
51,"Bieten, voeder-",23,beetroot (bieten)
64,"Vlas, olie-. Lijnzaad niet van vezelvlas",29,oil-producing plants (plantaardige olie)
65,"Vlas, vezel-",29,oil-producing plants (plantaardige olie)
78,"Hennep, vezel-",29,oil-producing plants (plantaardige olie)
95,"Koolzaad, winter (incl. boterzaad)",29,oil-producing plants (plantaardige olie)
100,Zonnebloemen,29,oil-producing plants (plantaardige olie)
143,"Koolzaad, zomer (incl. boterzaad)",29,oil-producing plants (plantaardige olie)
153,Bladrammenas,29,oil-producing plants (plantaardige olie)
208,Blauwmaanzaad,29,oil-producing plants (plantaardige olie)
248,Aardperen,29,oil-producing plants (plantaardige olie)
253,Igniscum Candy,29,oil-producing plants (plantaardige olie)
