value,description,value_rcl,description_rcl
0,Non-agricultural land,19,non-agricultural land (geen landbouwgrond)
27,"Bos, zonder herplantplicht",19,non-agricultural land (geen landbouwgrond)
44,Faunaranden,19,non-agricultural land (geen landbouwgrond)
50,"Bos, blijvend, met herplantplicht",19,non-agricultural land (geen landbouwgrond)
51,Overige natuurterreinen,19,non-agricultural land (geen landbouwgrond)
63,Bos (set aside regeling),19,non-agricultural land (geen landbouwgrond)
85,Bos (SBL-regeling),19,non-agricultural land (geen landbouwgrond)
88,Overig landschapselement,19,non-agricultural land (geen landbouwgrond)
90,Woudbomen met korte omlooptijd,19,non-agricultural land (geen landbouwgrond)
97,Dummycode voor dummypercelen,19,non-agricultural land (geen landbouwgrond)
1,"Grasland, tijdelijk",2,grassland (grasland)
3,"Grasland, blijvend",2,grassland (grasland)
7,"Graszaad, Engels raai overjarig",2,grassland (grasland)
13,Luzerne,2,grassland (grasland)
16,Natuurlijk grasland (begraasd) met beperkte landbouwact.,2,grassland (grasland)
18,"Groenbemesters, niet-vlinderbloemige",2,grassland (grasland)
22,"Graszaad, Engels raai 1e jaar",2,grassland (grasland)
30,"Graszaad, Italiaans",2,grassland (grasland)
32,Natuurlijk grasland met hoofdfunctie landbouw,2,grassland (grasland)
49,"Graszaad, veldbeemd",2,grassland (grasland)
53,"Graszaad, overig",2,grassland (grasland)
56,"Graszaad, rietzwenkgras",2,grassland (grasland)
59,"Graszaad, roodzwenkgras, 1e jaar",2,grassland (grasland)
67,"Groenbemesters, vlinderbloemige",2,grassland (grasland)
74,Graszoden,2,grassland (grasland)
77,"Graszaad, westerwolds",2,grassland (grasland)
79,"Graszaad, roodzwenkgras, overjarig",2,grassland (grasland)
91,Klaverzaad,2,grassland (grasland)
2,"Mais, snij-",21,maize (mais)
20,"Mais, korrel-",21,maize (mais)
47,"Mais, suiker-",21,maize (mais)
52,"Mais, corncob mix",21,maize (mais)
71,"Mais, energie-",21,maize (mais)
5,"Tarwe, winter-",20,cereals (granen)
11,"Gerst, zomer-",20,cereals (granen)
19,"Tarwe, zomer-",20,cereals (granen)
23,"Gerst, winter-",20,cereals (granen)
36,Rogge (geen snijrogge),20,cereals (granen)
39,Triticale,20,cereals (granen)
40,Overige akkerbouwgewassen,20,cereals (granen)
43,Haver,20,cereals (granen)
68,Boekweit,20,cereals (granen)
69,Overige granen,20,cereals (granen)
83,Graansorgho,20,cereals (granen)
93,Gierst,20,cereals (granen)
12,"Aardappelen, consumptie- op kleigrond",22,potatoes (aardappelen)
17,"Aardappelen, consumptie- op zand-/veengrond",22,potatoes (aardappelen)
24,"Aardappelrassen, poot- op kleigrond",22,potatoes (aardappelen)
28,"Aardappelen, cons. op zand/veen (vroeg, loofver voor 15-07)",22,potatoes (aardappelen)
34,"Aardappelen, zetmeel",22,potatoes (aardappelen)
35,"Aardappelen, zetmeel- TBM pootgoed",22,potatoes (aardappelen)
37,"Aardappelen, poot op klei, uitgroeiteelt (loofver na 15-08)",22,potatoes (aardappelen)
46,"Aardappelen, cons. op kleigrond (vroeg, loofver voor 15-07)",22,potatoes (aardappelen)
57,"Aardappelrassen, poot- op zand-/veengrond",22,potatoes (aardappelen)
64,"Aardappelen, poot op zand/veen, uitgroei (loofver na 15-08)",22,potatoes (aardappelen)
72,"Aardappelen, zetmeel geleverd aan buitenland",22,potatoes (aardappelen)
86,"Aardappelen, bestrijdingsmaatregel AM",22,potatoes (aardappelen)
8,"Uien, poot en plant (incl. sjalotten)",28,vegetables (groenten)
