value,description,value_rcl,description_rcl
0,Non-agricultural land,19,non-agricultural land (geen landbouwgrond)
10,"Bos, blijvend, met herplantplicht",19,non-agricultural land (geen landbouwgrond)
16,Overige natuurterreinen,19,non-agricultural land (geen landbouwgrond)
26,"Bos, zonder herplantplicht",19,non-agricultural land (geen landbouwgrond)
54,Bos (SBL-regeling),19,non-agricultural land (geen landbouwgrond)
58,Bos (set aside regeling),19,non-agricultural land (geen landbouwgrond)
72,Woudbomen met korte omlooptijd,19,non-agricultural land (geen landbouwgrond)
76,Definitief aan de landbouw onttrokken cultuurgrond,19,non-agricultural land (geen landbouwgrond)
1,"Grasland, blijvend",2,grassland (grasland)
3,"Grasland, tijdelijk",2,grassland (grasland)
19,Graszaad (inclusief klaverzaad),2,grassland (grasland)
21,Luzerne,2,grassland (grasland)
27,"Groenbemesters, niet-vlinderbloemige",2,grassland (grasland)
30,"Grasland, natuurlijk",2,grassland (grasland)
55,Graszoden,2,grassland (grasland)
67,"Groenbemesters, vlinderbloemige",2,grassland (grasland)
2,"Mais, snij-",21,maize (mais)
15,"Mais, korrel-",21,maize (mais)
29,"Mais, suiker-",21,maize (mais)
36,"Mais, corncob mix",21,maize (mais)
62,"Mais, energie-",21,maize (mais)
4,"Gerst, zomer-",20,cereals (granen)
5,"Tarwe, winter-",20,cereals (granen)
6,"Granen, overig",20,cereals (granen)
17,"Tarwe, zomer-",20,cereals (granen)
18,"Gerst, winter-",20,cereals (granen)
25,Triticale,20,cereals (granen)
34,Overige akkerbouwgewassen,20,cereals (granen)
38,Rogge (geen snijrogge),20,cereals (granen)
52,Haver,20,cereals (granen)
8,"Aardappelen, consumptie op klei/loessgrond",22,potatoes (aardappelen)
11,"Aardappelen, zetmeel",22,potatoes (aardappelen)
13,"Aardappelen, consumptie op zand/veengrond",22,potatoes (aardappelen)
20,"Aardappelen, poot op klei/loessgrond",22,potatoes (aardappelen)
45,"Aardappelen, poot op zand/veengrond",22,potatoes (aardappelen)
48,"Aardappelen, bestrijdingsmaatregel AM",22,potatoes (aardappelen)
7,"Uien, zaai-",28,vegetables (groenten)
22,Groenten open grond (inclusief groentezaden),28,vegetables (groenten)
37,Cichorei,28,vegetables (groenten)
40,"Uien, poot en plant (incl. sjalotten)",28,vegetables (groenten)
12,"Bieten, suiker-",23,beetroot (bieten)
32,"Bieten, voeder- (inclusief aardperen)",23,beetroot (bieten)
9,Vezelvlas,29,oil-producing plants (plantaardige olie)
42,"Koolzaad, winter (ook boterzaad)",29,oil-producing plants (plantaardige olie)
47,Zonnebloemen,29,oil-producing plants (plantaardige olie)
49,"Hennep, vezel-",29,oil-producing plants (plantaardige olie)
56,Blauwmaanzaad,29,oil-producing plants (plantaardige olie)
60,"Koolzaad, zomer (ook boterzaad)",29,oil-producing plants (plantaardige olie)
70,Raapzaad,29,oil-producing plants (plantaardige olie)
74,Lijnzaad niet van vezelvlas (olievlas),29,oil-producing plants (plantaardige olie)
14,"Erwten, groene/gele, groen te oogsten",30,beans (boonen)
33,"Bonen, tuin- (groen te oogsten)",30,beans (boonen)
41,"Bonen, bruine",30,beans (boonen)
53,Kapucijners (en grauwe erwten),30,beans (boonen)
63,"Bonen, veld-(oa duive-, paarde-, wierbonen)(droog te oogsten",30,beans (boonen)
64,"Lupinen, niet bittere-",30,beans (boonen)
66,Erwten inclusief schokkers (droog te oogsten),30,beans (boonen)
68,"Bonen, tuin- (droog te oogsten) (geen consumptie)",30,beans (boonen)
69,Sojabonen,30,beans (boonen)
43,Bloembollen en - knollen,24,flower bulbs (bloembollen)
46,Bloemkwekerijgewassen (inclusief bloemzaden),24,flower bulbs (bloembollen)
61,"Tagetes (zand, loss) (geen groene braak)",24,flower bulbs (bloembollen)
24,Fruit,8,horticulture/fruits (boomgaard)
28,"Boomkwekerijgewassen en vaste planten, open grond",8,horticulture/fruits (boomgaard)
35,"Boomkwekerijgewassen en vaste planten, pot- en containerveld",8,horticulture/fruits (boomgaard)
57,Notenbomen,8,horticulture/fruits (boomgaard)
75,Boomkwekerij en vaste planten,8,horticulture/fruits (boomgaard)
23,Miscanthus (olifantsgras),13,fallow (braakland)
31,"Onbeteelde grond, tijdelijk",13,fallow (braakland)
39,"Faunaranden, grasland",13,fallow (braakland)
44,"Faunaranden, bouwland",13,fallow (braakland)
50,Heide,13,fallow (braakland)
51,"Braak, natuur-",13,fallow (braakland)
59,Braak met bos (SBL-regeling na 28 juni 1995),13,fallow (braakland)
65,Onbeteelde grond door een teeltverbod/ontheffing,13,fallow (braakland)
71,Karwijzaad (oogst dit jaar),13,fallow (braakland)
73,Onbekend/gewas niet opgegeven,13,fallow (braakland)
