value,description,value_rcl,description_rcl
0,Non-agricultural land,19,non-agricultural land (geen landbouwgrond)
12,Overige natuurterreinen,19,non-agricultural land (geen landbouwgrond)
21,"Bos, blijvend, met herplantplicht",19,non-agricultural land (geen landbouwgrond)
52,"Bos, zonder herplantplicht",19,non-agricultural land (geen landbouwgrond)
56,Bos (SBL-regeling),19,non-agricultural land (geen landbouwgrond)
57,Faunaranden,19,non-agricultural land (geen landbouwgrond)
59,Dummycode voor dummypercelen,19,non-agricultural land (geen landbouwgrond)
83,Bos (set aside regeling),19,non-agricultural land (geen landbouwgrond)
2,"Grasland, blijvend",2,grassland (grasland)
4,Grasland natuurlijk,2,grassland (grasland)
5,"Groenbemesters, niet-vlinderbloemige- (geen groene braak)",2,grassland (grasland)
8,"Grasland, tijdelijk",2,grassland (grasland)
22,Luzerne,2,grassland (grasland)
36,"Graszaad, westerwolds",2,grassland (grasland)
45,"Graszaad, Engels raai overjarig",2,grassland (grasland)
53,"Graszaad, Engels raai 1e jaar",2,grassland (grasland)
58,"Graszaad, overig",2,grassland (grasland)
68,Graszoden,2,grassland (grasland)
76,"Graszaad, rietzwenkgras",2,grassland (grasland)
80,"Graszaad, roodzwenkgras, 1e jaar",2,grassland (grasland)
82,"Graszaad, Italiaans",2,grassland (grasland)
85,"Graszaad, roodzwenkgras, overjarig",2,grassland (grasland)
86,"Graszaad, veldbeemd",2,grassland (grasland)
97,Klaverzaad,2,grassland (grasland)
1,"Mais, korrel-",21,maize (mais)
3,"Mais, snij-",21,maize (mais)
17,"Mais, corncob mix",21,maize (mais)
24,"Mais, energie-",21,maize (mais)
63,"Mais, suiker-",21,maize (mais)
10,"Gerst, zomer-",20,cereals (granen)
16,"Tarwe, winter-",20,cereals (granen)
18,Overige akkerbouwgewassen,20,cereals (granen)
19,"Gerst, winter-",20,cereals (granen)
23,"Tarwe, zomer-",20,cereals (granen)
42,Triticale,20,cereals (granen)
44,Rogge (geen snijrogge),20,cereals (granen)
54,Haver,20,cereals (granen)
67,Overige granen,20,cereals (granen)
88,Boekweit,20,cereals (granen)
90,Gierst,20,cereals (granen)
94,Graansorgho,20,cereals (granen)
11,"Aardappelen, consumptie- op kleigrond",22,potatoes (aardappelen)
13,"Aardappelrassen, poot- op kleigrond",22,potatoes (aardappelen)
15,"Aardappelen, poot op klei, uitgroeiteelt (loofver na 15-08)",22,potatoes (aardappelen)
25,"Aardappelen, consumptie- op zand-/veengrond",22,potatoes (aardappelen)
26,"Aardappelen, poot op zand/veen, uitgroei (loofver na 15-08)",22,potatoes (aardappelen)
27,"Aardappelen, zetmeel- TBM pootgoed",22,potatoes (aardappelen)
28,"Aardappelen, zetmeel-",22,potatoes (aardappelen)
31,"Aardappelen, cons. op zand/veen (vroeg, loofver voor 15-07)",22,potatoes (aardappelen)
33,"Aardappelrassen, poot- op zand-/veengrond",22,potatoes (aardappelen)
50,"Aardappelen, zetmeel geleverd aan buitenland",22,potatoes (aardappelen)
51,"Aardappelen, cons. op kleigrond (vroeg, loofver voor 15-07)",22,potatoes (aardappelen)
65,"Aardappelen, bestrijdingsmaatregel AM",22,potatoes (aardappelen)
9,Groenten open grond (inclusief groentezaden),28,vegetables (groenten)
20,"Uien, poot en plant (incl. sjalotten)",28,vegetables (groenten)
29,"Uien, zaai-",28,vegetables (groenten)
37,"Uien, zilver-",28,vegetables (groenten)
55,Cichorei,28,vegetables (groenten)
7,"Bieten, suiker-",23,beetroot (bieten)
32,"Bieten, voeder-",23,beetroot (bieten)
39,"Koolzaad, winter (ook boterzaad)",29,oil-producing plants (plantaardige olie)
48,"Vlas, vezel- (voor zaaizaad)",29,oil-producing plants (plantaardige olie)
62,"Vlas, vezel- (niet voor zaaizaad)",29,oil-producing plants (plantaardige olie)
64,Zonnebloemen,29,oil-producing plants (plantaardige olie)
66,Blauwmaanzaad,29,oil-producing plants (plantaardige olie)
69,"Koolzaad, zomer (ook boterzaad)",29,oil-producing plants (plantaardige olie)
